campaign_Id,client_id,numbers_contacts,contacts_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
Id5409,5408,13,67,999,0,True,False,2022-05-05
Id5410,5409,3,77,999,0,True,False,2022-05-26
Id5411,5410,2,292,999,0,True,False,2022-05-15
Id5412,5411,5,57,999,0,True,False,2022-05-14
Id5413,5412,11,38,999,0,True,False,2022-05-05
Id5414,5413,9,151,999,0,True,False,2022-05-03
Id5415,5414,3,331,999,0,True,False,2022-05-08
Id5416,5415,2,1392,999,0,True,True,2022-05-28
Id5417,5416,4,100,999,0,True,False,2022-05-14
Id5418,5417,2,358,999,0,True,False,2022-05-29
Id5419,5418,3,298,999,0,True,False,2022-05-10
Id5420,5419,16,181,999,0,True,False,2022-05-13
Id5421,5420,6,188,999,0,True,False,2022-05-30
Id5422,5421,5,368,999,0,True,False,2022-05-19
Id5423,5422,5,203,999,0,True,False,2022-05-24
Id5424,5423,2,61,999,0,True,False,2022-05-19
Id5425,5424,2,297,999,0,True,False,2022-05-22
Id5426,5425,2,219,999,0,True,False,2022-05-18
Id5427,5426,6,129,999,0,True,False,2022-05-30
Id5428,5427,3,247,999,0,True,False,2022-05-11
Id5429,5428,2,266,999,0,True,False,2022-05-06
Id5430,5429,3,559,999,0,True,False,2022-05-15
Id5431,5430,3,162,999,0,True,False,2022-05-07
Id5432,5431,3,75,999,0,True,False,2022-05-12
Id5433,5432,3,82,999,0,True,False,2022-05-07
Id5434,5433,2,352,999,0,True,False,2022-05-01
Id5435,5434,4,204,999,0,True,False,2022-05-14
Id5436,5435,5,1059,999,0,True,True,2022-05-27
Id5437,5436,4,248,999,0,True,False,2022-05-19
Id5438,5437,2,82,999,0,True,False,2022-05-20
Id5439,5438,2,259,999,0,True,False,2022-05-31
Id5440,5439,2,703,999,0,True,False,2022-05-06
Id5441,5440,4,100,999,0,True,False,2022-05-19
Id5442,5441,2,348,999,0,True,False,2022-05-07
Id5443,5442,6,430,999,0,True,True,2022-05-21
Id5444,5443,6,146,999,0,True,False,2022-05-15
Id5445,5444,2,34,999,0,True,False,2022-05-22
Id5446,5445,3,297,999,0,True,False,2022-05-26
Id5447,5446,2,22,999,0,True,False,2022-05-24
Id5448,5447,3,106,999,0,True,False,2022-05-04
Id5449,5448,4,465,999,0,True,False,2022-05-09
Id5450,5449,5,104,999,0,True,False,2022-05-07
Id5451,5450,4,213,999,0,True,False,2022-05-04
Id5452,5451,4,74,999,0,True,False,2022-05-05
Id5453,5452,4,245,999,0,True,False,2022-05-12
Id5454,5453,5,252,999,0,True,False,2022-05-01
Id5455,5454,4,317,999,0,True,False,2022-05-12
Id5456,5455,8,93,999,0,True,False,2022-05-31
Id5457,5456,5,116,999,0,True,False,2022-05-02
Id5458,5457,2,386,999,0,True,False,2022-05-06
Id5459,5458,11,283,999,0,True,False,2022-05-24
Id5460,5459,4,146,999,0,True,False,2022-05-19
Id5461,5460,4,215,999,0,True,False,2022-05-08
Id5462,5461,3,90,999,0,True,False,2022-05-24
Id5463,5462,3,260,999,0,True,False,2022-05-23
Id5464,5463,4,267,999,0,True,False,2022-05-14
Id5465,5464,3,107,999,0,True,False,2022-05-13
Id5466,5465,3,164,999,0,True,False,2022-05-07
Id5467,5466,2,427,999,0,True,False,2022-05-31
Id5468,5467,5,1222,999,0,True,False,2022-05-08
Id5469,5468,9,426,999,0,True,False,2022-05-11
Id5470,5469,4,456,999,0,True,False,2022-05-23
Id5471,5470,7,40,999,0,True,False,2022-05-29
Id5472,5471,4,105,999,0,True,False,2022-05-23
Id5473,5472,17,98,999,0,True,False,2022-05-15
Id5474,5473,7,27,999,0,True,False,2022-05-26
Id5475,5474,3,137,999,0,True,False,2022-05-02
Id5476,5475,4,100,999,0,True,False,2022-05-28
Id5477,5476,9,1034,999,0,True,False,2022-05-24
Id5478,5477,3,320,999,0,True,False,2022-05-11
Id5479,5478,3,159,999,0,True,False,2022-05-10
Id5480,5479,2,353,999,0,True,False,2022-05-07
Id5481,5480,6,331,999,0,True,False,2022-05-03
Id5482,5481,5,159,999,0,True,False,2022-05-23
Id5483,5482,3,52,999,0,True,False,2022-05-20
Id5484,5483,2,117,999,0,True,False,2022-05-26
Id5485,5484,2,85,999,0,True,False,2022-05-02
Id5486,5485,6,146,999,0,True,False,2022-05-20
Id5487,5486,1,49,999,0,True,False,2022-05-18
Id5488,5487,5,260,999,0,True,False,2022-05-15
Id5489,5488,3,60,999,0,True,False,2022-05-12
Id5490,5489,1,193,999,0,True,False,2022-05-02
Id5491,5490,2,373,999,0,True,False,2022-05-25
Id5492,5491,1,336,999,0,True,False,2022-05-01
Id5493,5492,2,200,999,0,True,False,2022-05-09
Id5494,5493,2,501,999,0,True,False,2022-05-02
Id5495,5494,1,80,999,0,True,False,2022-05-23
Id5496,5495,1,299,999,0,True,False,2022-05-06
Id5497,5496,1,207,999,0,True,False,2022-05-29
Id5498,5497,1,125,999,0,True,False,2022-05-26
Id5499,5498,1,237,999,0,True,False,2022-05-30
Id5500,5499,5,185,999,0,True,False,2022-05-23
Id5501,5500,1,224,999,0,True,False,2022-05-14
Id5502,5501,1,183,999,0,True,False,2022-05-09
Id5503,5502,1,63,999,0,True,False,2022-05-08
Id5504,5503,1,312,999,0,True,False,2022-05-31
Id5505,5504,1,188,999,0,True,False,2022-05-29
Id5506,5505,5,897,999,0,True,False,2022-05-08
Id5507,5506,1,168,999,0,True,False,2022-05-28
Id5508,5507,1,322,999,0,True,False,2022-05-03
Id5509,5508,1,317,999,0,True,False,2022-05-31
Id5510,5509,1,511,999,0,True,False,2022-05-27
Id5511,5510,1,155,999,0,True,False,2022-05-18
Id5512,5511,3,161,999,0,True,False,2022-05-14
Id5513,5512,6,368,999,0,True,False,2022-05-21
Id5514,5513,1,247,999,0,True,False,2022-05-12
Id5515,5514,1,88,999,0,True,False,2022-05-16
Id5516,5515,1,140,999,0,True,False,2022-05-16
Id5517,5516,1,31,999,0,True,False,2022-05-27
Id5518,5517,3,142,999,0,True,False,2022-05-03
Id5519,5518,1,118,999,0,True,False,2022-05-31
Id5520,5519,7,158,999,0,True,False,2022-05-03
Id5521,5520,3,129,999,0,True,False,2022-05-21
Id5522,5521,2,136,999,0,True,False,2022-05-14
Id5523,5522,4,122,999,0,True,False,2022-05-05
Id5524,5523,2,120,999,0,True,False,2022-05-27
Id5525,5524,2,180,999,0,True,False,2022-05-04
Id5526,5525,4,702,999,0,True,False,2022-05-13
Id5527,5526,1,329,999,0,True,False,2022-05-24
Id5528,5527,1,204,999,0,True,False,2022-05-02
Id5529,5528,1,120,999,0,True,False,2022-05-14
Id5530,5529,1,181,999,0,True,False,2022-05-19
Id5531,5530,17,19,999,0,True,False,2022-05-02
Id5532,5531,1,460,999,0,True,False,2022-05-27
Id5533,5532,1,437,999,0,True,False,2022-05-29
Id5534,5533,2,76,999,0,True,False,2022-05-31
Id5535,5534,1,226,999,0,True,False,2022-05-27
Id5536,5535,5,422,999,0,True,False,2022-05-30
Id5537,5536,1,109,999,0,True,False,2022-05-20
Id5538,5537,1,219,999,0,True,False,2022-05-18
Id5539,5538,2,41,999,0,True,False,2022-05-19
Id5540,5539,1,581,999,0,True,False,2022-05-02
Id5541,5540,2,131,999,0,True,False,2022-05-16
Id5542,5541,2,50,999,0,True,False,2022-05-01
Id5543,5542,1,130,999,0,True,False,2022-05-25
Id5544,5543,1,194,999,0,True,False,2022-05-31
Id5545,5544,1,165,999,0,True,False,2022-05-05
Id5546,5545,1,80,999,0,True,False,2022-05-14
Id5547,5546,1,470,999,0,True,False,2022-05-15
Id5548,5547,1,281,999,0,True,False,2022-05-17
Id5549,5548,1,391,999,0,True,False,2022-05-01
Id5550,5549,1,24,999,0,True,False,2022-05-01
Id5551,5550,11,788,999,0,True,True,2022-05-31
Id5552,5551,1,210,999,0,True,False,2022-05-07
Id5553,5552,4,367,999,0,True,False,2022-05-27
Id5554,5553,2,107,999,0,True,False,2022-05-05
Id5555,5554,1,228,999,0,True,False,2022-05-24
Id5556,5555,1,135,999,0,True,False,2022-05-07
Id5557,5556,1,85,999,0,True,False,2022-05-01
Id5558,5557,2,290,999,0,True,False,2022-05-03
Id5559,5558,1,153,999,0,True,False,2022-05-02
Id5560,5559,1,76,999,0,True,False,2022-05-01
Id5561,5560,1,111,999,0,True,False,2022-05-24
Id5562,5561,1,168,999,0,True,False,2022-05-14
Id5563,5562,1,109,999,0,True,False,2022-05-27
Id5564,5563,1,219,999,0,True,False,2022-05-27
Id5565,5564,32,14,999,0,True,False,2022-05-19
Id5566,5565,1,285,999,0,True,False,2022-05-02
Id5567,5566,1,262,999,0,True,False,2022-05-29
Id5568,5567,2,96,999,0,True,False,2022-05-27
Id5569,5568,2,166,999,0,True,False,2022-05-25
Id5570,5569,2,208,999,0,True,False,2022-05-07
Id5571,5570,1,483,999,0,True,False,2022-05-04
Id5572,5571,1,129,999,0,True,False,2022-05-31
Id5573,5572,1,130,999,0,True,False,2022-05-25
Id5574,5573,1,754,999,0,True,False,2022-05-07
Id5575,5574,1,113,999,0,True,False,2022-05-22
Id5576,5575,1,364,999,0,True,False,2022-05-01
Id5577,5576,1,258,999,0,True,False,2022-05-14
Id5578,5577,1,227,999,0,True,False,2022-05-09
Id5579,5578,3,266,999,0,True,False,2022-05-18
Id5580,5579,1,232,999,0,True,False,2022-05-19
Id5581,5580,1,172,999,0,True,False,2022-05-21
Id5582,5581,1,164,999,0,True,False,2022-05-09
Id5583,5582,1,167,999,0,True,False,2022-05-27
Id5584,5583,1,103,999,0,True,False,2022-05-10
Id5585,5584,1,168,999,0,True,False,2022-05-16
Id5586,5585,1,297,999,0,True,False,2022-05-25
Id5587,5586,1,317,999,0,True,False,2022-05-19
Id5588,5587,1,388,999,0,True,False,2022-05-02
Id5589,5588,1,62,999,0,True,False,2022-05-03
Id5590,5589,1,142,999,0,True,False,2022-05-17
Id5591,5590,1,63,999,0,True,False,2022-05-05
Id5592,5591,1,212,999,0,True,False,2022-05-01
Id5593,5592,1,149,999,0,True,False,2022-05-25
Id5594,5593,3,161,999,0,True,False,2022-05-28
Id5595,5594,2,165,999,0,True,False,2022-05-19
Id5596,5595,1,369,999,0,True,False,2022-05-14
Id5597,5596,2,170,999,0,True,False,2022-05-21
Id5598,5597,1,974,999,0,True,False,2022-05-26
Id5599,5598,1,167,999,0,True,False,2022-05-13
Id5600,5599,1,74,999,0,True,False,2022-05-04
Id5601,5600,1,96,999,0,True,False,2022-05-21
Id5602,5601,1,223,999,0,True,False,2022-05-17
Id5603,5602,2,140,999,0,True,False,2022-05-30
Id5604,5603,1,396,999,0,True,False,2022-05-09
Id5605,5604,1,61,999,0,True,False,2022-05-23
Id5606,5605,1,252,999,0,True,False,2022-05-24
Id5607,5606,1,379,999,0,True,False,2022-05-24
Id5608,5607,1,374,999,0,True,False,2022-05-18
Id5609,5608,1,351,999,0,True,False,2022-05-22
Id5610,5609,2,262,999,0,True,False,2022-05-08
Id5611,5610,1,206,999,0,True,False,2022-05-03
Id5612,5611,1,248,999,0,True,False,2022-05-14
Id5613,5612,12,166,999,0,True,False,2022-05-23
Id5614,5613,4,621,999,0,True,True,2022-05-29
Id5615,5614,2,367,999,0,True,False,2022-05-17
Id5616,5615,1,116,999,0,True,False,2022-05-31
Id5617,5616,1,115,999,0,True,False,2022-05-08
Id5618,5617,1,61,999,0,True,False,2022-05-25
Id5619,5618,1,142,999,0,True,False,2022-05-17
Id5620,5619,2,543,999,0,True,True,2022-05-16
Id5621,5620,1,133,999,0,True,False,2022-05-13
Id5622,5621,1,52,999,0,True,False,2022-05-10
Id5623,5622,1,377,999,0,True,False,2022-05-18
Id5624,5623,1,77,999,0,True,False,2022-05-07
Id5625,5624,1,200,999,0,True,False,2022-05-05
Id5626,5625,1,296,999,0,True,False,2022-05-23
Id5627,5626,1,144,999,0,True,False,2022-05-09
Id5628,5627,5,473,999,0,True,False,2022-05-17
Id5629,5628,4,90,999,0,True,False,2022-05-06
Id5630,5629,1,470,999,0,True,False,2022-05-04
Id5631,5630,1,302,999,0,True,False,2022-05-20
Id5632,5631,8,81,999,0,True,False,2022-05-11
Id5633,5632,1,225,999,0,True,False,2022-05-18
Id5634,5633,2,252,999,0,True,False,2022-05-23
Id5635,5634,2,202,999,0,True,False,2022-05-08
Id5636,5635,1,68,999,0,True,False,2022-05-08
Id5637,5636,4,745,999,0,True,True,2022-05-15
Id5638,5637,1,247,999,0,True,False,2022-05-29
Id5639,5638,1,630,999,0,True,True,2022-05-19
Id5640,5639,11,16,999,0,True,False,2022-05-20
Id5641,5640,1,863,999,0,True,False,2022-05-13
Id5642,5641,4,131,999,0,True,False,2022-05-26
Id5643,5642,9,265,999,0,True,False,2022-05-13
Id5644,5643,1,104,999,0,True,False,2022-05-24
Id5645,5644,2,80,999,0,True,False,2022-05-31
Id5646,5645,2,90,999,0,True,False,2022-05-24
Id5647,5646,4,592,999,0,True,False,2022-05-07
Id5648,5647,1,85,999,0,True,False,2022-05-26
Id5649,5648,3,153,999,0,True,False,2022-05-28
Id5650,5649,2,207,999,0,True,False,2022-05-08
Id5651,5650,1,440,999,0,True,False,2022-05-06
Id5652,5651,1,127,999,0,True,False,2022-05-05
Id5653,5652,2,679,999,0,True,True,2022-05-31
Id5654,5653,1,204,999,0,True,False,2022-05-18
Id5655,5654,1,269,999,0,True,False,2022-05-09
Id5656,5655,2,190,999,0,True,False,2022-05-10
Id5657,5656,3,144,999,0,True,False,2022-05-14
Id5658,5657,1,112,999,0,True,False,2022-05-16
Id5659,5658,1,107,999,0,True,False,2022-05-08
Id5660,5659,1,130,999,0,True,False,2022-05-14
Id5661,5660,3,167,999,0,True,False,2022-05-12
Id5662,5661,2,314,999,0,True,False,2022-05-31
Id5663,5662,1,77,999,0,True,False,2022-05-28
Id5664,5663,2,407,999,0,True,False,2022-05-06
Id5665,5664,1,136,999,0,True,False,2022-05-14
Id5666,5665,1,293,999,0,True,False,2022-05-01
Id5667,5666,3,97,999,0,True,False,2022-05-29
Id5668,5667,1,145,999,0,True,False,2022-05-13
Id5669,5668,2,162,999,0,True,False,2022-05-28
Id5670,5669,1,105,999,0,True,False,2022-05-11
Id5671,5670,1,596,999,0,True,False,2022-05-16
Id5672,5671,1,134,999,0,True,False,2022-05-02
Id5673,5672,1,108,999,0,True,False,2022-05-12
Id5674,5673,1,161,999,0,True,False,2022-05-31
Id5675,5674,1,65,999,0,True,False,2022-05-07
Id5676,5675,1,188,999,0,True,False,2022-05-14
Id5677,5676,1,312,999,0,True,False,2022-05-17
Id5678,5677,1,237,999,0,True,False,2022-05-18
Id5679,5678,1,130,999,0,True,False,2022-05-31
Id5680,5679,2,314,999,0,True,False,2022-05-18
Id5681,5680,2,175,999,0,True,False,2022-05-21
Id5682,5681,2,87,999,0,True,False,2022-05-19
Id5683,5682,14,123,999,0,True,False,2022-05-28
Id5684,5683,5,157,999,0,True,False,2022-05-06
Id5685,5684,2,204,999,0,True,False,2022-05-27
Id5686,5685,2,150,999,0,True,False,2022-05-03
Id5687,5686,2,240,999,0,True,False,2022-05-21
Id5688,5687,7,109,999,0,True,False,2022-05-30
Id5689,5688,6,243,999,0,True,False,2022-05-24
Id5690,5689,1,536,999,0,True,False,2022-05-08
Id5691,5690,1,120,999,0,True,False,2022-05-06
Id5692,5691,5,182,999,0,True,False,2022-05-12
Id5693,5692,3,70,999,0,True,False,2022-05-28
Id5694,5693,4,45,999,0,True,False,2022-05-03
Id5695,5694,3,280,999,0,True,False,2022-05-05
Id5696,5695,2,215,999,0,True,False,2022-05-22
Id5697,5696,3,147,999,0,True,False,2022-05-14
Id5698,5697,2,222,999,0,True,False,2022-05-25
Id5699,5698,1,404,999,0,True,False,2022-05-10
Id5700,5699,3,1234,999,0,True,True,2022-05-16
Id5701,5700,3,306,999,0,True,False,2022-05-17
Id5702,5701,2,506,999,0,True,False,2022-05-14
Id5703,5702,1,255,999,0,True,False,2022-05-07
Id5704,5703,2,252,999,0,True,False,2022-05-07
Id5705,5704,2,127,999,0,True,False,2022-05-02
Id5706,5705,2,140,999,0,True,False,2022-05-28
Id5707,5706,2,200,999,0,True,False,2022-05-31
Id5708,5707,2,642,999,0,True,True,2022-05-10
Id5709,5708,2,181,999,0,True,False,2022-05-12
Id5710,5709,2,127,999,0,True,False,2022-05-04
Id5711,5710,1,171,999,0,True,False,2022-05-13
Id5712,5711,2,916,999,0,True,False,2022-05-27
Id5713,5712,2,629,999,0,True,False,2022-05-18
Id5714,5713,6,155,999,0,True,False,2022-05-27
Id5715,5714,2,290,999,0,True,False,2022-05-02
Id5716,5715,3,159,999,0,True,False,2022-05-09
Id5717,5716,1,111,999,0,True,False,2022-05-01
Id5718,5717,2,729,999,0,True,False,2022-05-07
Id5719,5718,4,434,999,0,True,False,2022-05-04
Id5720,5719,2,218,999,0,True,False,2022-05-02
Id5721,5720,3,250,999,0,True,False,2022-05-15
Id5722,5721,3,107,999,0,True,False,2022-05-15
Id5723,5722,6,272,999,0,True,False,2022-05-25
Id5724,5723,3,574,999,0,True,False,2022-05-28
Id5725,5724,3,89,999,0,True,False,2022-05-06
Id5726,5725,3,133,999,0,True,False,2022-05-18
Id5727,5726,3,114,999,0,True,False,2022-05-08
Id5728,5727,3,175,999,0,True,False,2022-05-26
Id5729,5728,3,257,999,0,True,False,2022-05-02
Id5730,5729,3,268,999,0,True,False,2022-05-22
Id5731,5730,3,208,999,0,True,False,2022-05-04
Id5732,5731,4,895,999,0,True,True,2022-05-06
Id5733,5732,1,225,999,0,True,False,2022-05-04
Id5734,5733,1,327,999,0,True,False,2022-05-12
Id5735,5734,3,99,999,0,True,False,2022-05-25
Id5736,5735,4,293,999,0,True,False,2022-05-08
Id5737,5736,3,68,999,0,True,False,2022-05-19
Id5738,5737,2,124,999,0,True,False,2022-05-22
Id5739,5738,2,519,999,0,True,False,2022-05-28
Id5740,5739,1,150,999,0,True,False,2022-05-08
Id5741,5740,2,504,999,0,True,False,2022-05-18
Id5742,5741,1,175,999,0,True,False,2022-05-13
Id5743,5742,1,289,999,0,True,False,2022-05-04
Id5744,5743,1,16,999,0,True,False,2022-05-06
Id5745,5744,8,100,999,0,True,False,2022-05-27
Id5746,5745,1,321,999,0,True,False,2022-05-11
Id5747,5746,3,239,999,0,True,False,2022-05-04
Id5748,5747,2,614,999,0,True,False,2022-05-22
Id5749,5748,2,248,999,0,True,False,2022-05-24
Id5750,5749,2,93,999,0,True,False,2022-05-06
Id5751,5750,2,355,999,0,True,False,2022-05-06
Id5752,5751,1,177,999,0,True,False,2022-05-10
Id5753,5752,3,245,999,0,True,False,2022-05-05
Id5754,5753,1,121,999,0,True,False,2022-05-27
Id5755,5754,6,192,999,0,True,False,2022-05-27
Id5756,5755,2,110,999,0,True,False,2022-05-07
Id5757,5756,3,160,999,0,True,False,2022-05-04
Id5758,5757,2,249,999,0,True,False,2022-05-05
Id5759,5758,1,147,999,0,True,False,2022-05-06
Id5760,5759,1,16,999,0,True,False,2022-05-01
Id5761,5760,1,240,999,0,True,False,2022-05-24
Id5762,5761,1,131,999,0,True,False,2022-05-09
Id5763,5762,2,115,999,0,True,False,2022-05-24
Id5764,5763,2,349,999,0,True,False,2022-05-30
Id5765,5764,2,114,999,0,True,False,2022-05-08
Id5766,5765,2,445,999,0,True,False,2022-05-08
Id5767,5766,3,144,999,0,True,False,2022-05-29
Id5768,5767,12,341,999,0,True,False,2022-05-15
Id5769,5768,1,796,999,0,True,False,2022-05-17
Id5770,5769,3,76,999,0,True,False,2022-05-13
Id5771,5770,2,126,999,0,True,False,2022-05-14
Id5772,5771,2,101,999,0,True,False,2022-05-05
Id5773,5772,2,91,999,0,True,False,2022-05-09
Id5774,5773,3,52,999,0,True,False,2022-05-21
Id5775,5774,2,78,999,0,True,False,2022-05-23
Id5776,5775,1,471,999,0,True,False,2022-05-01
Id5777,5776,1,724,999,0,True,False,2022-05-19
Id5778,5777,1,99,999,0,True,False,2022-05-08
Id5779,5778,1,293,999,0,True,False,2022-05-07
Id5780,5779,1,333,999,0,True,False,2022-05-25
Id5781,5780,2,431,999,0,True,True,2022-05-23
Id5782,5781,2,523,999,0,True,False,2022-05-10
Id5783,5782,2,470,999,0,True,False,2022-05-14
Id5784,5783,4,695,999,0,True,False,2022-05-18
Id5785,5784,6,741,999,0,True,True,2022-05-03
Id5786,5785,3,151,999,0,True,False,2022-05-30
Id5787,5786,2,135,999,0,True,False,2022-05-04
Id5788,5787,6,70,999,0,True,False,2022-05-21
Id5789,5788,3,472,999,0,True,False,2022-05-21
Id5790,5789,2,258,999,0,True,False,2022-05-07
Id5791,5790,4,113,999,0,True,False,2022-05-06
Id5792,5791,14,372,999,0,True,False,2022-05-13
Id5793,5792,1,603,999,0,True,False,2022-05-27
Id5794,5793,2,85,999,0,True,False,2022-05-15
Id5795,5794,2,76,999,0,True,False,2022-05-29
Id5796,5795,2,399,999,0,True,False,2022-05-02
Id5797,5796,2,402,999,0,True,False,2022-05-10
Id5798,5797,3,129,999,0,True,False,2022-05-02
Id5799,5798,6,535,999,0,True,False,2022-05-08
Id5800,5799,3,181,999,0,True,False,2022-05-18
Id5801,5800,2,48,999,0,True,False,2022-05-30
Id5802,5801,2,114,999,0,True,False,2022-05-01
Id5803,5802,3,87,999,0,True,False,2022-05-05
Id5804,5803,4,169,999,0,True,False,2022-05-06
Id5805,5804,4,116,999,0,True,False,2022-05-12
Id5806,5805,2,100,999,0,True,False,2022-05-29
Id5807,5806,2,212,999,0,True,False,2022-05-26
Id5808,5807,4,304,999,0,True,False,2022-05-14
Id5809,5808,2,114,999,0,True,False,2022-05-18
Id5810,5809,2,102,999,0,True,False,2022-05-18
Id5811,5810,2,291,999,0,True,False,2022-05-18
Id5812,5811,2,112,999,0,True,False,2022-05-18
Id5813,5812,2,207,999,0,True,False,2022-05-27
Id5814,5813,2,197,999,0,True,False,2022-05-21
Id5815,5814,2,103,999,0,True,False,2022-05-06
Id5816,5815,5,45,999,0,True,False,2022-05-27
Id5817,5816,6,125,999,0,True,False,2022-05-06
Id5818,5817,2,114,999,0,True,False,2022-05-12
Id5819,5818,2,414,999,0,True,True,2022-05-17
Id5820,5819,4,319,999,0,True,False,2022-05-29
Id5821,5820,2,346,999,0,True,False,2022-05-09
Id5822,5821,3,157,999,0,True,False,2022-05-26
Id5823,5822,11,160,999,0,True,False,2022-05-20
Id5824,5823,3,83,999,0,True,False,2022-05-15
Id5825,5824,3,97,999,0,True,False,2022-05-15
Id5826,5825,4,98,999,0,True,False,2022-05-24
Id5827,5826,4,133,999,0,True,False,2022-05-25
Id5828,5827,2,451,999,0,True,False,2022-05-16
Id5829,5828,3,34,999,0,True,False,2022-05-16
Id5830,5829,5,79,999,0,True,False,2022-05-09
Id5831,5830,2,109,999,0,True,False,2022-05-28
Id5832,5831,3,454,999,0,True,False,2022-05-01
Id5833,5832,3,251,999,0,True,False,2022-05-09
Id5834,5833,5,122,999,0,True,False,2022-05-24
Id5835,5834,2,166,999,0,True,False,2022-05-03
Id5836,5835,2,816,999,0,True,False,2022-05-09
Id5837,5836,2,87,999,0,True,False,2022-05-05
Id5838,5837,6,81,999,0,True,False,2022-05-12
Id5839,5838,5,109,999,0,True,False,2022-05-12
Id5840,5839,2,375,999,0,True,False,2022-05-12
Id5841,5840,2,51,999,0,True,False,2022-05-05
Id5842,5841,4,118,999,0,True,False,2022-05-09
Id5843,5842,5,178,999,0,True,False,2022-05-18
Id5844,5843,5,165,999,0,True,False,2022-05-31
Id5845,5844,2,155,999,0,True,False,2022-05-27
Id5846,5845,3,173,999,0,True,False,2022-05-05
Id5847,5846,4,304,999,0,True,False,2022-05-21
Id5848,5847,6,583,999,0,True,False,2022-05-18
Id5849,5848,2,138,999,0,True,False,2022-05-26
Id5850,5849,2,250,999,0,True,False,2022-05-04
Id5851,5850,3,748,999,0,True,True,2022-05-21
Id5852,5851,11,14,999,0,True,False,2022-05-13
Id5853,5852,3,896,999,0,True,True,2022-05-25
Id5854,5853,1,83,999,0,True,False,2022-05-21
Id5855,5854,4,543,999,0,True,False,2022-05-22
Id5856,5855,7,398,999,0,True,False,2022-05-06
Id5857,5856,4,158,999,0,True,False,2022-05-15
Id5858,5857,3,365,999,0,True,False,2022-05-27
Id5859,5858,3,304,999,0,True,False,2022-05-05
Id5860,5859,6,118,999,0,True,False,2022-05-18
Id5861,5860,2,469,999,0,True,False,2022-05-03
Id5862,5861,3,488,999,0,True,False,2022-05-21
Id5863,5862,3,232,999,0,True,False,2022-05-22
Id5864,5863,2,764,999,0,True,True,2022-05-24
Id5865,5864,3,411,999,0,True,False,2022-05-18
Id5866,5865,7,149,999,0,True,False,2022-05-23
Id5867,5866,3,63,999,0,True,False,2022-05-21
Id5868,5867,3,125,999,0,True,False,2022-05-10
Id5869,5868,4,207,999,0,True,False,2022-05-11
Id5870,5869,3,84,999,0,True,False,2022-05-25
Id5871,5870,2,29,999,0,True,False,2022-05-07
Id5872,5871,4,162,999,0,True,False,2022-05-27
Id5873,5872,2,159,999,0,True,False,2022-05-14
Id5874,5873,10,23,999,0,True,False,2022-05-21
Id5875,5874,6,147,999,0,True,False,2022-05-23
Id5876,5875,5,90,999,0,True,False,2022-05-11
Id5877,5876,2,409,999,0,True,False,2022-05-01
Id5878,5877,6,118,999,0,True,False,2022-05-29
Id5879,5878,5,175,999,0,True,False,2022-05-15
Id5880,5879,4,219,999,0,True,False,2022-05-17
Id5881,5880,5,96,999,0,True,False,2022-05-24
Id5882,5881,5,76,999,0,True,False,2022-05-29
Id5883,5882,3,66,999,0,True,False,2022-05-07
Id5884,5883,5,113,999,0,True,False,2022-05-11
Id5885,5884,5,232,999,0,True,False,2022-05-16
Id5886,5885,3,129,999,0,True,False,2022-05-05
Id5887,5886,4,405,999,0,True,False,2022-05-02
Id5888,5887,11,251,999,0,True,False,2022-05-10
Id5889,5888,5,128,999,0,True,False,2022-05-04
Id5890,5889,2,253,999,0,True,False,2022-05-16
Id5891,5890,3,245,999,0,True,False,2022-05-14
Id5892,5891,7,188,999,0,True,False,2022-05-31
Id5893,5892,2,118,999,0,True,False,2022-05-17
Id5894,5893,2,140,999,0,True,False,2022-05-26
Id5895,5894,22,102,999,0,True,False,2022-05-02
Id5896,5895,6,763,999,0,True,False,2022-05-29
Id5897,5896,4,97,999,0,True,False,2022-05-19
Id5898,5897,2,41,999,0,True,False,2022-05-01
Id5899,5898,2,329,999,0,True,False,2022-05-02
Id5900,5899,5,51,999,0,True,False,2022-05-21
Id5901,5900,3,130,999,0,True,False,2022-05-04
Id5902,5901,2,241,999,0,True,False,2022-05-15
Id5903,5902,4,308,999,0,True,False,2022-05-06
Id5904,5903,2,118,999,0,True,False,2022-05-22
Id5905,5904,16,14,999,0,True,False,2022-05-14
Id5906,5905,4,125,999,0,True,False,2022-05-15
Id5907,5906,5,193,999,0,True,False,2022-05-29
Id5908,5907,3,200,999,0,True,False,2022-05-24
Id5909,5908,4,349,999,0,True,False,2022-05-14
Id5910,5909,3,282,999,0,True,False,2022-05-09
Id5911,5910,1,633,999,0,True,False,2022-05-18
Id5912,5911,4,560,999,0,True,False,2022-05-12
Id5913,5912,3,114,999,0,True,False,2022-05-10
Id5914,5913,7,172,999,0,True,False,2022-05-10
Id5915,5914,7,292,999,0,True,False,2022-05-16
Id5916,5915,3,269,999,0,True,False,2022-05-24
Id5917,5916,6,220,999,0,True,False,2022-05-19
Id5918,5917,3,376,999,0,True,False,2022-05-16
Id5919,5918,6,73,999,0,True,False,2022-05-21
Id5920,5919,2,121,999,0,True,False,2022-05-16
Id5921,5920,4,59,999,0,True,False,2022-05-17
Id5922,5921,3,64,999,0,True,False,2022-05-10
Id5923,5922,3,353,999,0,True,False,2022-05-03
Id5924,5923,5,322,999,0,True,False,2022-05-30
